Sprite,Dex#,Species ID,BST,Available to catch?,Name,Form Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,BST,Showdown ID,Sprite URL
=IMAGE(R154),110,WEEZING,490,1,Weezing (Galarian),Galarian,Poison,Fairy,65,90,120,85,70,60,490,weezing-galar,https://play.pokemonshowdown.com/sprites/gen5/weezing-galar.png
=IMAGE(R155),111,RHYHORN,345,1,Rhyhorn,-,Ground,Rock,80,85,95,30,30,25,345,rhyhorn,https://play.pokemonshowdown.com/sprites/gen5/rhyhorn.png
=IMAGE(R156),112,RHYDON,485,1,Rhydon,-,Ground,Rock,105,130,120,45,45,40,485,rhydon,https://play.pokemonshowdown.com/sprites/gen5/rhydon.png
=IMAGE(R157),113,CHANSEY,450,1,Chansey,-,Normal,,250,5,5,35,105,50,450,chansey,https://play.pokemonshowdown.com/sprites/gen5/chansey.png
=IMAGE(R158),114,TANGELA,435,1,Tangela,-,Grass,,65,55,115,100,40,60,435,tangela,https://play.pokemonshowdown.com/sprites/gen5/tangela.png
=IMAGE(R159),115,KANGASKHAN,490,1,Kangaskhan,-,Normal,,105,95,80,40,80,90,490,kangaskhan,https://play.pokemonshowdown.com/sprites/gen5/kangaskhan.png
=IMAGE(R160),115,KANGASKHAN,590,1,Kangaskhan (Mega Kangaskhan),Mega Kangaskhan,Normal,,105,125,100,60,100,100,590,kangaskhan-mega,https://play.pokemonshowdown.com/sprites/gen5/kangaskhan-mega.png
=IMAGE(R161),116,HORSEA,295,1,Horsea,-,Water,,30,40,70,70,25,60,295,horsea,https://play.pokemonshowdown.com/sprites/gen5/horsea.png
=IMAGE(R162),117,SEADRA,440,1,Seadra,-,Water,,55,65,95,95,45,85,440,seadra,https://play.pokemonshowdown.com/sprites/gen5/seadra.png
=IMAGE(R163),118,GOLDEEN,320,1,Goldeen,-,Water,,45,67,60,35,50,63,320,goldeen,https://play.pokemonshowdown.com/sprites/gen5/goldeen.png
=IMAGE(R164),119,SEAKING,450,1,Seaking,-,Water,,80,92,65,65,80,68,450,seaking,https://play.pokemonshowdown.com/sprites/gen5/seaking.png
=IMAGE(R165),120,STARYU,340,1,Staryu,-,Water,,30,45,55,70,55,85,340,staryu,https://play.pokemonshowdown.com/sprites/gen5/staryu.png
=IMAGE(R166),121,STARMIE,520,1,Starmie,-,Water,Psychic,60,75,85,100,85,115,520,starmie,https://play.pokemonshowdown.com/sprites/gen5/starmie.png
=IMAGE(R167),121,STARMIE,620,1,Starmie (Mega Starmie),Mega Starmie,Water,Psychic,60,100,105,130,105,120,620,starmie-mega,https://play.pokemonshowdown.com/sprites/gen5/starmie-mega.png
=IMAGE(R168),122,MRMIME,460,1,Mr. Mime,-,Psychic,Fairy,40,45,65,100,120,90,460,mrmime,https://play.pokemonshowdown.com/sprites/gen5/mrmime.png
=IMAGE(R169),122,MRMIME,460,1,Mr. Mime (Galarian),Galarian,Ice,Psychic,50,65,65,90,90,100,460,mrmime-galar,https://play.pokemonshowdown.com/sprites/gen5/mrmime-galar.png
=IMAGE(R170),123,SCYTHER,500,1,Scyther,-,Bug,Flying,70,110,80,55,80,105,500,scyther,https://play.pokemonshowdown.com/sprites/gen5/scyther.png
=IMAGE(R171),124,JYNX,455,1,Jynx,-,Ice,Psychic,65,50,35,115,95,95,455,jynx,https://play.pokemonshowdown.com/sprites/gen5/jynx.png
=IMAGE(R172),125,ELECTABUZZ,490,1,Electabuzz,-,Electric,,65,83,57,95,85,105,490,electabuzz,https://play.pokemonshowdown.com/sprites/gen5/electabuzz.png
=IMAGE(R173),126,MAGMAR,495,1,Magmar,-,Fire,,65,95,57,100,85,93,495,magmar,https://play.pokemonshowdown.com/sprites/gen5/magmar.png
=IMAGE(R174),127,PINSIR,500,1,Pinsir,-,Bug,,65,125,100,55,70,85,500,pinsir,https://play.pokemonshowdown.com/sprites/gen5/pinsir.png
=IMAGE(R175),127,PINSIR,600,1,Pinsir (Mega Pinsir),Mega Pinsir,Bug,Flying,65,155,120,65,90,105,600,pinsir-mega,https://play.pokemonshowdown.com/sprites/gen5/pinsir-mega.png
=IMAGE(R176),128,TAUROS,490,1,Tauros,-,Normal,,75,100,95,40,70,110,490,tauros,https://play.pokemonshowdown.com/sprites/gen5/tauros.png
=IMAGE(R177),128,TAUROS,490,1,Tauros (Paldean (Combat Breed)),Paldean (Combat Breed),Fighting,,75,110,105,30,70,100,490,tauros-paldea,https://play.pokemonshowdown.com/sprites/gen5/tauros-paldea.png
=IMAGE(R178),128,TAUROS,490,1,Tauros (Paldean (Blaze Breed)),Paldean (Blaze Breed),Fighting,Fire,75,110,105,30,70,100,490,tauros-paldeablaze,https://play.pokemonshowdown.com/sprites/gen5/tauros-paldeablaze.png
=IMAGE(R179),128,TAUROS,490,1,Tauros (Paldean (Aqua Breed)),Paldean (Aqua Breed),Fighting,Water,75,110,105,30,70,100,490,tauros-paldeaaqua,https://play.pokemonshowdown.com/sprites/gen5/tauros-paldeaaqua.png
=IMAGE(R180),129,MAGIKARP,200,1,Magikarp,-,Water,,20,10,55,15,20,80,200,magikarp,https://play.pokemonshowdown.com/sprites/gen5/magikarp.png
=IMAGE(R181),130,GYARADOS,540,1,Gyarados,-,Water,Flying,95,125,79,60,100,81,540,gyarados,https://play.pokemonshowdown.com/sprites/gen5/gyarados.png
=IMAGE(R182),130,GYARADOS,640,1,Gyarados (Mega Gyarados),Mega Gyarados,Water,Dark,95,155,109,70,130,81,640,gyarados-mega,https://play.pokemonshowdown.com/sprites/gen5/gyarados-mega.png
=IMAGE(R183),131,LAPRAS,535,1,Lapras,-,Water,Ice,130,85,80,85,95,60,535,lapras,https://play.pokemonshowdown.com/sprites/gen5/lapras.png
=IMAGE(R184),132,DITTO,288,1,Ditto,-,Normal,,48,48,48,48,48,48,288,ditto,https://play.pokemonshowdown.com/sprites/gen5/ditto.png
=IMAGE(R185),133,EEVEE,325,1,Eevee,-,Normal,,55,55,50,45,65,55,325,eevee,https://play.pokemonshowdown.com/sprites/gen5/eevee.png
=IMAGE(R186),134,VAPOREON,525,1,Vaporeon,-,Water,,130,65,60,110,95,65,525,vaporeon,https://play.pokemonshowdown.com/sprites/gen5/vaporeon.png
=IMAGE(R187),135,JOLTEON,525,1,Jolteon,-,Electric,,65,65,60,110,95,130,525,jolteon,https://play.pokemonshowdown.com/sprites/gen5/jolteon.png
=IMAGE(R188),136,FLAREON,525,1,Flareon,-,Fire,,65,130,60,95,110,65,525,flareon,https://play.pokemonshowdown.com/sprites/gen5/flareon.png
=IMAGE(R189),137,PORYGON,395,1,Porygon,-,Normal,,65,60,70,85,75,40,395,porygon,https://play.pokemonshowdown.com/sprites/gen5/porygon.png
=IMAGE(R190),138,OMANYTE,355,1,Omanyte,-,Rock,Water,35,40,100,90,55,35,355,omanyte,https://play.pokemonshowdown.com/sprites/gen5/omanyte.png
=IMAGE(R191),139,OMASTAR,495,1,Omastar,-,Rock,Water,70,60,125,115,70,55,495,omastar,https://play.pokemonshowdown.com/sprites/gen5/omastar.png
=IMAGE(R192),140,KABUTO,355,1,Kabuto,-,Rock,Water,30,80,90,55,45,55,355,kabuto,https://play.pokemonshowdown.com/sprites/gen5/kabuto.png
=IMAGE(R193),141,KABUTOPS,495,1,Kabutops,-,Rock,Water,60,115,105,65,70,80,495,kabutops,https://play.pokemonshowdown.com/sprites/gen5/kabutops.png
=IMAGE(R194),142,AERODACTYL,515,1,Aerodactyl,-,Rock,Flying,80,105,65,60,75,130,515,aerodactyl,https://play.pokemonshowdown.com/sprites/gen5/aerodactyl.png
=IMAGE(R195),142,AERODACTYL,615,1,Aerodactyl (Mega Aerodactyl),Mega Aerodactyl,Rock,Flying,80,135,85,70,95,150,615,aerodactyl-mega,https://play.pokemonshowdown.com/sprites/gen5/aerodactyl-mega.png
=IMAGE(R196),143,SNORLAX,540,1,Snorlax,-,Normal,,160,110,65,65,110,30,540,snorlax,https://play.pokemonshowdown.com/sprites/gen5/snorlax.png
=IMAGE(R197),144,ARTICUNO,580,1,Articuno,-,Ice,Flying,90,85,100,95,125,85,580,articuno,https://play.pokemonshowdown.com/sprites/gen5/articuno.png
=IMAGE(R198),144,ARTICUNO,580,1,Articuno (Galarian),Galarian,Psychic,Flying,90,85,85,125,100,95,580,articuno-galar,https://play.pokemonshowdown.com/sprites/gen5/articuno-galar.png
=IMAGE(R199),145,ZAPDOS,580,1,Zapdos,-,Electric,Flying,90,90,85,125,90,100,580,zapdos,https://play.pokemonshowdown.com/sprites/gen5/zapdos.png
=IMAGE(R200),145,ZAPDOS,580,1,Zapdos (Galarian),Galarian,Fighting,Flying,90,125,90,85,90,100,580,zapdos-galar,https://play.pokemonshowdown.com/sprites/gen5/zapdos-galar.png
=IMAGE(R201),146,MOLTRES,580,1,Moltres,-,Fire,Flying,90,100,90,125,85,90,580,moltres,https://play.pokemonshowdown.com/sprites/gen5/moltres.png
=IMAGE(R202),146,MOLTRES,580,1,Moltres (Galarian),Galarian,Dark,Flying,90,85,90,100,125,90,580,moltres-galar,https://play.pokemonshowdown.com/sprites/gen5/moltres-galar.png
=IMAGE(R203),147,DRATINI,300,1,Dratini,-,Dragon,,41,64,45,50,50,50,300,dratini,https://play.pokemonshowdown.com/sprites/gen5/dratini.png
=IMAGE(R204),148,DRAGONAIR,420,1,Dragonair,-,Dragon,,61,84,65,70,70,70,420,dragonair,https://play.pokemonshowdown.com/sprites/gen5/dragonair.png
=IMAGE(R205),149,DRAGONITE,600,1,Dragonite,-,Dragon,Flying,91,134,95,100,100,80,600,dragonite,https://play.pokemonshowdown.com/sprites/gen5/dragonite.png
=IMAGE(R206),149,DRAGONITE,700,1,Dragonite (Mega Dragonite),Mega Dragonite,Dragon,Flying,91,124,115,145,125,100,700,dragonite-mega,https://play.pokemonshowdown.com/sprites/gen5/dragonite-mega.png
=IMAGE(R207),150,MEWTWO,680,1,Mewtwo,-,Psychic,,106,110,90,154,90,130,680,mewtwo,https://play.pokemonshowdown.com/sprites/gen5/mewtwo.png
=IMAGE(R208),150,MEWTWO,780,1,Mewtwo (Mega Mewtwo X),Mega Mewtwo X,Psychic,Fighting,106,190,100,154,100,130,780,mewtwo-megax,https://play.pokemonshowdown.com/sprites/gen5/mewtwo-megax.png
=IMAGE(R209),150,MEWTWO,780,1,Mewtwo (Mega Mewtwo Y),Mega Mewtwo Y,Psychic,,106,150,70,194,120,140,780,mewtwo-megay,https://play.pokemonshowdown.com/sprites/gen5/mewtwo-megay.png
=IMAGE(R210),151,MEW,600,1,Mew,-,Psychic,,100,100,100,100,100,100,600,mew,https://play.pokemonshowdown.com/sprites/gen5/mew.png
=IMAGE(R211),152,CHIKORITA,318,1,Chikorita,-,Grass,,45,49,65,49,65,45,318,chikorita,https://play.pokemonshowdown.com/sprites/gen5/chikorita.png
=IMAGE(R212),153,BAYLEEF,405,1,Bayleef,-,Grass,,60,62,80,63,80,60,405,bayleef,https://play.pokemonshowdown.com/sprites/gen5/bayleef.png
=IMAGE(R213),154,MEGANIUM,525,1,Meganium,-,Grass,,80,82,100,83,100,80,525,meganium,https://play.pokemonshowdown.com/sprites/gen5/meganium.png
=IMAGE(R214),154,MEGANIUM,625,1,Meganium (Mega Meganium),Mega Meganium,Grass,Fairy,80,92,115,143,115,80,625,meganium-mega,https://play.pokemonshowdown.com/sprites/gen5/meganium-mega.png
=IMAGE(R215),155,CYNDAQUIL,309,1,Cyndaquil,-,Fire,,39,52,43,60,50,65,309,cyndaquil,https://play.pokemonshowdown.com/sprites/gen5/cyndaquil.png
=IMAGE(R216),156,QUILAVA,405,1,Quilava,-,Fire,,58,64,58,80,65,80,405,quilava,https://play.pokemonshowdown.com/sprites/gen5/quilava.png
=IMAGE(R217),157,TYPHLOSION,534,1,Typhlosion,-,Fire,,78,84,78,109,85,100,534,typhlosion,https://play.pokemonshowdown.com/sprites/gen5/typhlosion.png
=IMAGE(R218),157,TYPHLOSION,534,1,Typhlosion (Hisuian),Hisuian,Fire,Ghost,73,84,78,119,85,95,534,typhlosion-hisui,https://play.pokemonshowdown.com/sprites/gen5/typhlosion-hisui.png
=IMAGE(R219),158,TOTODILE,314,1,Totodile,-,Water,,50,65,64,44,48,43,314,totodile,https://play.pokemonshowdown.com/sprites/gen5/totodile.png
=IMAGE(R220),159,CROCONAW,405,1,Croconaw,-,Water,,65,80,80,59,63,58,405,croconaw,https://play.pokemonshowdown.com/sprites/gen5/croconaw.png
=IMAGE(R221),160,FERALIGATR,530,1,Feraligatr,-,Water,,85,105,100,79,83,78,530,feraligatr,https://play.pokemonshowdown.com/sprites/gen5/feraligatr.png
=IMAGE(R222),160,FERALIGATR,630,1,Feraligatr (Mega Feraligatr),Mega Feraligatr,Water,Dragon,85,160,125,89,93,78,630,feraligatr-mega,https://play.pokemonshowdown.com/sprites/gen5/feraligatr-mega.png
=IMAGE(R223),161,SENTRET,215,1,Sentret,-,Normal,,35,46,34,35,45,20,215,sentret,https://play.pokemonshowdown.com/sprites/gen5/sentret.png
=IMAGE(R224),162,FURRET,415,1,Furret,-,Normal,,85,76,64,45,55,90,415,furret,https://play.pokemonshowdown.com/sprites/gen5/furret.png
=IMAGE(R225),163,HOOTHOOT,262,1,Hoothoot,-,Normal,Flying,60,30,30,36,56,50,262,hoothoot,https://play.pokemonshowdown.com/sprites/gen5/hoothoot.png
=IMAGE(R226),164,NOCTOWL,452,1,Noctowl,-,Normal,Flying,100,50,50,86,96,70,452,noctowl,https://play.pokemonshowdown.com/sprites/gen5/noctowl.png
=IMAGE(R227),165,LEDYBA,265,1,Ledyba,-,Bug,Flying,40,20,30,40,80,55,265,ledyba,https://play.pokemonshowdown.com/sprites/gen5/ledyba.png
=IMAGE(R228),166,LEDIAN,390,1,Ledian,-,Bug,Flying,55,35,50,55,110,85,390,ledian,https://play.pokemonshowdown.com/sprites/gen5/ledian.png
=IMAGE(R229),167,SPINARAK,250,1,Spinarak,-,Bug,Poison,40,60,40,40,40,30,250,spinarak,https://play.pokemonshowdown.com/sprites/gen5/spinarak.png
=IMAGE(R230),168,ARIADOS,400,1,Ariados,-,Bug,Poison,70,90,70,60,70,40,400,ariados,https://play.pokemonshowdown.com/sprites/gen5/ariados.png
=IMAGE(R231),169,CROBAT,535,1,Crobat,-,Poison,Flying,85,90,80,70,80,130,535,crobat,https://play.pokemonshowdown.com/sprites/gen5/crobat.png
=IMAGE(R232),170,CHINCHOU,330,1,Chinchou,-,Water,Electric,75,38,38,56,56,67,330,chinchou,https://play.pokemonshowdown.com/sprites/gen5/chinchou.png
=IMAGE(R233),171,LANTURN,460,1,Lanturn,-,Water,Electric,125,58,58,76,76,67,460,lanturn,https://play.pokemonshowdown.com/sprites/gen5/lanturn.png
=IMAGE(R234),172,PICHU,205,1,Pichu,-,Electric,,20,40,15,35,35,60,205,pichu,https://play.pokemonshowdown.com/sprites/gen5/pichu.png
=IMAGE(R235),172,PICHU,205,1,Pichu (Spiky-Eared),Spiky-Eared,Electric,,20,40,15,35,35,60,205,pichu-spikyeared,https://play.pokemonshowdown.com/sprites/gen5/pichu-spikyeared.png
=IMAGE(R236),173,CLEFFA,218,1,Cleffa,-,Fairy,,50,25,28,45,55,15,218,cleffa,https://play.pokemonshowdown.com/sprites/gen5/cleffa.png
=IMAGE(R237),174,IGGLYBUFF,210,1,Igglybuff,-,Normal,Fairy,90,30,15,40,20,15,210,igglybuff,https://play.pokemonshowdown.com/sprites/gen5/igglybuff.png
=IMAGE(R238),175,TOGEPI,245,1,Togepi,-,Fairy,,35,20,65,40,65,20,245,togepi,https://play.pokemonshowdown.com/sprites/gen5/togepi.png
=IMAGE(R239),176,TOGETIC,405,1,Togetic,-,Fairy,Flying,55,40,85,80,105,40,405,togetic,https://play.pokemonshowdown.com/sprites/gen5/togetic.png
=IMAGE(R240),177,NATU,320,1,Natu,-,Psychic,Flying,40,50,45,70,45,70,320,natu,https://play.pokemonshowdown.com/sprites/gen5/natu.png
=IMAGE(R241),178,XATU,470,1,Xatu,-,Psychic,Flying,65,75,70,95,70,95,470,xatu,https://play.pokemonshowdown.com/sprites/gen5/xatu.png
=IMAGE(R242),179,MAREEP,280,1,Mareep,-,Electric,,55,40,40,65,45,35,280,mareep,https://play.pokemonshowdown.com/sprites/gen5/mareep.png
=IMAGE(R243),180,FLAAFFY,365,1,Flaaffy,-,Electric,,70,55,55,80,60,45,365,flaaffy,https://play.pokemonshowdown.com/sprites/gen5/flaaffy.png
=IMAGE(R244),181,AMPHAROS,510,1,Ampharos,-,Electric,,90,75,85,115,90,55,510,ampharos,https://play.pokemonshowdown.com/sprites/gen5/ampharos.png
=IMAGE(R245),181,AMPHAROS,610,1,Ampharos (Mega Ampharos),Mega Ampharos,Electric,Dragon,90,95,105,165,110,45,610,ampharos-mega,https://play.pokemonshowdown.com/sprites/gen5/ampharos-mega.png
=IMAGE(R246),182,BELLOSSOM,490,1,Bellossom,-,Grass,,75,80,95,90,100,50,490,bellossom,https://play.pokemonshowdown.com/sprites/gen5/bellossom.png
=IMAGE(R247),183,MARILL,250,1,Marill,-,Water,Fairy,70,20,50,20,50,40,250,marill,https://play.pokemonshowdown.com/sprites/gen5/marill.png
=IMAGE(R248),184,AZUMARILL,420,1,Azumarill,-,Water,Fairy,100,50,80,60,80,50,420,azumarill,https://play.pokemonshowdown.com/sprites/gen5/azumarill.png
=IMAGE(R249),185,SUDOWOODO,410,1,Sudowoodo,-,Rock,,70,100,115,30,65,30,410,sudowoodo,https://play.pokemonshowdown.com/sprites/gen5/sudowoodo.png
=IMAGE(R250),186,POLITOED,500,1,Politoed,-,Water,,90,75,75,90,100,70,500,politoed,https://play.pokemonshowdown.com/sprites/gen5/politoed.png
=IMAGE(R251),187,HOPPIP,250,1,Hoppip,-,Grass,Flying,35,35,40,35,55,50,250,hoppip,https://play.pokemonshowdown.com/sprites/gen5/hoppip.png
=IMAGE(R252),188,SKIPLOOM,340,1,Skiploom,-,Grass,Flying,55,45,50,45,65,80,340,skiploom,https://play.pokemonshowdown.com/sprites/gen5/skiploom.png
=IMAGE(R253),189,JUMPLUFF,460,1,Jumpluff,-,Grass,Flying,75,55,70,55,95,110,460,jumpluff,https://play.pokemonshowdown.com/sprites/gen5/jumpluff.png
=IMAGE(R254),190,AIPOM,360,1,Aipom,-,Normal,,55,70,55,40,55,85,360,aipom,https://play.pokemonshowdown.com/sprites/gen5/aipom.png
=IMAGE(R255),191,SUNKERN,180,1,Sunkern,-,Grass,,30,30,30,30,30,30,180,sunkern,https://play.pokemonshowdown.com/sprites/gen5/sunkern.png
=IMAGE(R256),192,SUNFLORA,425,1,Sunflora,-,Grass,,75,75,55,105,85,30,425,sunflora,https://play.pokemonshowdown.com/sprites/gen5/sunflora.png
=IMAGE(R257),193,YANMA,390,1,Yanma,-,Bug,Flying,65,65,45,75,45,95,390,yanma,https://play.pokemonshowdown.com/sprites/gen5/yanma.png
=IMAGE(R258),194,WOOPER,210,1,Wooper,-,Water,Ground,55,45,45,25,25,15,210,wooper,https://play.pokemonshowdown.com/sprites/gen5/wooper.png
=IMAGE(R259),194,WOOPER,210,1,Wooper (Paldean),Paldean,Poison,Ground,55,45,45,25,25,15,210,wooper-paldea,https://play.pokemonshowdown.com/sprites/gen5/wooper-paldea.png
=IMAGE(R260),195,QUAGSIRE,430,1,Quagsire,-,Water,Ground,95,85,85,65,65,35,430,quagsire,https://play.pokemonshowdown.com/sprites/gen5/quagsire.png
=IMAGE(R261),196,ESPEON,525,1,Espeon,-,Psychic,,65,65,60,130,95,110,525,espeon,https://play.pokemonshowdown.com/sprites/gen5/espeon.png
=IMAGE(R262),197,UMBREON,525,1,Umbreon,-,Dark,,95,65,110,60,130,65,525,umbreon,https://play.pokemonshowdown.com/sprites/gen5/umbreon.png
=IMAGE(R263),198,MURKROW,405,1,Murkrow,-,Dark,Flying,60,85,42,85,42,91,405,murkrow,https://play.pokemonshowdown.com/sprites/gen5/murkrow.png
=IMAGE(R264),199,SLOWKING,490,1,Slowking,-,Water,Psychic,95,75,80,100,110,30,490,slowking,https://play.pokemonshowdown.com/sprites/gen5/slowking.png
=IMAGE(R265),199,SLOWKING,490,1,Slowking (Galarian),Galarian,Poison,Psychic,95,65,80,110,110,30,490,slowking-galar,https://play.pokemonshowdown.com/sprites/gen5/slowking-galar.png
=IMAGE(R266),200,MISDREAVUS,435,1,Misdreavus,-,Ghost,,60,60,60,85,85,85,435,misdreavus,https://play.pokemonshowdown.com/sprites/gen5/misdreavus.png
=IMAGE(R267),201,UNOWN,336,1,Unown (A),-,Psychic,,48,72,48,72,48,48,336,unown,https://play.pokemonshowdown.com/sprites/gen5/unown.png
=IMAGE(R268),201,UNOWN,336,1,Unown (B),B,Psychic,,48,72,48,72,48,48,336,unown-b,https://play.pokemonshowdown.com/sprites/gen5/unown-b.png
=IMAGE(R269),201,UNOWN,336,1,Unown (C),C,Psychic,,48,72,48,72,48,48,336,unown-c,https://play.pokemonshowdown.com/sprites/gen5/unown-c.png
=IMAGE(R270),201,UNOWN,336,1,Unown (D),D,Psychic,,48,72,48,72,48,48,336,unown-d,https://play.pokemonshowdown.com/sprites/gen5/unown-d.png
=IMAGE(R271),201,UNOWN,336,1,Unown (E),E,Psychic,,48,72,48,72,48,48,336,unown-e,https://play.pokemonshowdown.com/sprites/gen5/unown-e.png
=IMAGE(R272),201,UNOWN,336,1,Unown (F),F,Psychic,,48,72,48,72,48,48,336,unown-f,https://play.pokemonshowdown.com/sprites/gen5/unown-f.png
=IMAGE(R273),201,UNOWN,336,1,Unown (G),G,Psychic,,48,72,48,72,48,48,336,unown-g,https://play.pokemonshowdown.com/sprites/gen5/unown-g.png
=IMAGE(R274),201,UNOWN,336,1,Unown (H),H,Psychic,,48,72,48,72,48,48,336,unown-h,https://play.pokemonshowdown.com/sprites/gen5/unown-h.png
=IMAGE(R275),201,UNOWN,336,1,Unown (I),I,Psychic,,48,72,48,72,48,48,336,unown-i,https://play.pokemonshowdown.com/sprites/gen5/unown-i.png
=IMAGE(R276),201,UNOWN,336,1,Unown (J),J,Psychic,,48,72,48,72,48,48,336,unown-j,https://play.pokemonshowdown.com/sprites/gen5/unown-j.png
=IMAGE(R277),201,UNOWN,336,1,Unown (K),K,Psychic,,48,72,48,72,48,48,336,unown-k,https://play.pokemonshowdown.com/sprites/gen5/unown-k.png
=IMAGE(R278),201,UNOWN,336,1,Unown (L),L,Psychic,,48,72,48,72,48,48,336,unown-l,https://play.pokemonshowdown.com/sprites/gen5/unown-l.png
=IMAGE(R279),201,UNOWN,336,1,Unown (M),M,Psychic,,48,72,48,72,48,48,336,unown-m,https://play.pokemonshowdown.com/sprites/gen5/unown-m.png
=IMAGE(R280),201,UNOWN,336,1,Unown (N),N,Psychic,,48,72,48,72,48,48,336,unown-n,https://play.pokemonshowdown.com/sprites/gen5/unown-n.png
=IMAGE(R281),201,UNOWN,336,1,Unown (O),O,Psychic,,48,72,48,72,48,48,336,unown-o,https://play.pokemonshowdown.com/sprites/gen5/unown-o.png
=IMAGE(R282),201,UNOWN,336,1,Unown (P),P,Psychic,,48,72,48,72,48,48,336,unown-p,https://play.pokemonshowdown.com/sprites/gen5/unown-p.png
=IMAGE(R283),201,UNOWN,336,1,Unown (Q),Q,Psychic,,48,72,48,72,48,48,336,unown-q,https://play.pokemonshowdown.com/sprites/gen5/unown-q.png
=IMAGE(R284),201,UNOWN,336,1,Unown (R),R,Psychic,,48,72,48,72,48,48,336,unown-r,https://play.pokemonshowdown.com/sprites/gen5/unown-r.png
=IMAGE(R285),201,UNOWN,336,1,Unown (S),S,Psychic,,48,72,48,72,48,48,336,unown-s,https://play.pokemonshowdown.com/sprites/gen5/unown-s.png
=IMAGE(R286),201,UNOWN,336,1,Unown (T),T,Psychic,,48,72,48,72,48,48,336,unown-t,https://play.pokemonshowdown.com/sprites/gen5/unown-t.png
=IMAGE(R287),201,UNOWN,336,1,Unown (U),U,Psychic,,48,72,48,72,48,48,336,unown-u,https://play.pokemonshowdown.com/sprites/gen5/unown-u.png
=IMAGE(R288),201,UNOWN,336,1,Unown (V),V,Psychic,,48,72,48,72,48,48,336,unown-v,https://play.pokemonshowdown.com/sprites/gen5/unown-v.png
=IMAGE(R289),201,UNOWN,336,1,Unown (W),W,Psychic,,48,72,48,72,48,48,336,unown-w,https://play.pokemonshowdown.com/sprites/gen5/unown-w.png
=IMAGE(R290),201,UNOWN,336,1,Unown (X),X,Psychic,,48,72,48,72,48,48,336,unown-x,https://play.pokemonshowdown.com/sprites/gen5/unown-x.png
=IMAGE(R291),201,UNOWN,336,1,Unown (Y),Y,Psychic,,48,72,48,72,48,48,336,unown-y,https://play.pokemonshowdown.com/sprites/gen5/unown-y.png
=IMAGE(R292),201,UNOWN,336,1,Unown (Z),Z,Psychic,,48,72,48,72,48,48,336,unown-z,https://play.pokemonshowdown.com/sprites/gen5/unown-z.png
=IMAGE(R293),201,UNOWN,336,1,Unown (?),?,Psychic,,48,72,48,72,48,48,336,unown-question,https://play.pokemonshowdown.com/sprites/gen5/unown-question.png
=IMAGE(R294),201,UNOWN,336,1,Unown (!),!,Psychic,,48,72,48,72,48,48,336,unown-exclamation,https://play.pokemonshowdown.com/sprites/gen5/unown-exclamation.png
=IMAGE(R295),202,WOBBUFFET,405,1,Wobbuffet,-,Psychic,,190,33,58,33,58,33,405,wobbuffet,https://play.pokemonshowdown.com/sprites/gen5/wobbuffet.png
=IMAGE(R296),203,GIRAFARIG,455,1,Girafarig,-,Normal,Psychic,70,80,65,90,65,85,455,girafarig,https://play.pokemonshowdown.com/sprites/gen5/girafarig.png
=IMAGE(R297),204,PINECO,290,1,Pineco,-,Bug,,50,65,90,35,35,15,290,pineco,https://play.pokemonshowdown.com/sprites/gen5/pineco.png
=IMAGE(R298),205,FORRETRESS,465,1,Forretress,-,Bug,Steel,75,90,140,60,60,40,465,forretress,https://play.pokemonshowdown.com/sprites/gen5/forretress.png
=IMAGE(R299),206,DUNSPARCE,415,1,Dunsparce,-,Normal,,100,70,70,65,65,45,415,dunsparce,https://play.pokemonshowdown.com/sprites/gen5/dunsparce.png
=IMAGE(R300),207,GLIGAR,430,1,Gligar,-,Ground,Flying,65,75,105,35,65,85,430,gligar,https://play.pokemonshowdown.com/sprites/gen5/gligar.png
=IMAGE(R301),208,STEELIX,510,1,Steelix,-,Steel,Ground,75,85,200,55,65,30,510,steelix,https://play.pokemonshowdown.com/sprites/gen5/steelix.png
=IMAGE(R302),208,STEELIX,610,1,Steelix (Mega Steelix),Mega Steelix,Steel,Ground,75,125,230,55,95,30,610,steelix-mega,https://play.pokemonshowdown.com/sprites/gen5/steelix-mega.png
=IMAGE(R303),209,SNUBBULL,300,1,Snubbull,-,Fairy,,60,80,50,40,40,30,300,snubbull,https://play.pokemonshowdown.com/sprites/gen5/snubbull.png
=IMAGE(R304),210,GRANBULL,450,1,Granbull,-,Fairy,,90,120,75,60,60,45,450,granbull,https://play.pokemonshowdown.com/sprites/gen5/granbull.png
